region,week_start,sales
Ayacucho,2026-01-05,2361.58
Ayacucho,2026-01-12,2474.01
Ayacucho,2026-01-19,2496.90
Ayacucho,2026-01-26,2394.93
Cajamarca,2023-02-06,2291.97
Cajamarca,2023-02-13,2424.94
Cajamarca,2023-02-20,2443.93
Cajamarca,2023-02-27,2544.39
Cajamarca,2023-03-06,2335.84
Cajamarca,2023-03-13,2480.58
Cajamarca,2023-03-20,2643.58
Cajamarca,2023-03-27,2762.44
Cajamarca,2023-04-03,2778.54
Cajamarca,2023-04-10,2888.17
Cajamarca,2023-04-17,2874.93
Cajamarca,2023-04-24,2956.19
Cajamarca,2023-05-01,2938.84
Cajamarca,2023-05-08,3006.53
Cajamarca,2023-05-15,3016.52
Cajamarca,2023-05-22,3058.06
Cajamarca,2023-05-29,2912.60
Cajamarca,2023-06-05,2932.86
Cajamarca,2023-06-12,2963.41
Cajamarca,2023-06-19,2953.79
Cajamarca,2023-06-26,2982.78
Cajamarca,2023-07-03,2891.68
Cajamarca,2023-07-10,3011.79
Cajamarca,2023-07-17,2905.16
Cajamarca,2023-07-24,2860.29
Cajamarca,2023-07-31,2759.60
Cajamarca,2023-08-07,2866.01
Cajamarca,2023-08-14,2703.57
Cajamarca,2023-08-21,2711.88
Cajamarca,2023-08-28,2588.52
Cajamarca,2023-09-04,2407.54
Cajamarca,2023-09-11,2410.40
Cajamarca,2023-09-18,2505.82
Cajamarca,2023-09-25,2390.85
Cajamarca,2023-10-02,2355.89
Cajamarca,2023-10-09,2397.12
Cajamarca,2023-10-16,2370.62
Cajamarca,2023-10-23,2279.29
Cajamarca,2023-10-30,2277.98
Cajamarca,2023-11-06,2218.06
Cajamarca,2023-11-13,2033.42
Cajamarca,2023-11-20,2197.04
Cajamarca,2023-11-27,2090.60
Cajamarca,2023-12-04,2227.39
Cajamarca,2023-12-11,2087.99
Cajamarca,2023-12-18,2098.27
Cajamarca,2023-12-25,2328.68
Cajamarca,2024-01-01,2204.09
Cajamarca,2024-01-08,2319.31
Cajamarca,2024-01-15,2445.32
Cajamarca,2024-01-22,2420.40
Cajamarca,2024-01-29,2359.61
Cajamarca,2024-02-05,2498.49
Cajamarca,2024-02-12,2492.13
Cajamarca,2024-02-19,2612.56
Cajamarca,2024-02-26,2603.04
Cajamarca,2024-03-04,2812.17
Cajamarca,2024-03-11,2572.22
Cajamarca,2024-03-18,2752.92
Cajamarca,2024-03-25,2764.68
Cajamarca,2024-04-01,2985.63
Cajamarca,2024-04-08,3029.91
Cajamarca,2024-04-15,3075.01
Cajamarca,2024-04-22,3005.72
Cajamarca,2024-04-29,3019.41
Cajamarca,2024-05-06,2932.70
Cajamarca,2024-05-13,3163.81
Cajamarca,2024-05-20,3071.92
Cajamarca,2024-05-27,3012.28
Cajamarca,2024-06-03,3088.17
Cajamarca,2024-06-10,3083.08
Cajamarca,2024-06-17,3110.32
Cajamarca,2024-06-24,2954.60
Cajamarca,2024-07-01,3020.79
Cajamarca,2024-07-08,3074.29
Cajamarca,2024-07-15,3061.71
Cajamarca,2024-07-22,3058.68
Cajamarca,2024-07-29,2871.24
Cajamarca,2024-08-05,2872.78
Cajamarca,2024-08-12,2930.03
Cajamarca,2024-08-19,2756.10
Cajamarca,2024-08-26,2701.37
Cajamarca,2024-09-02,2590.97
Cajamarca,2024-09-09,2604.70
Cajamarca,2024-09-16,2647.77
Cajamarca,2024-09-23,2521.51
Cajamarca,2024-09-30,2580.28
Cajamarca,2024-10-07,2425.86
Cajamarca,2024-10-14,2494.45
Cajamarca,2024-10-21,2477.80
Cajamarca,2024-10-28,2324.27
Cajamarca,2024-11-04,2394.51
Cajamarca,2024-11-11,2231.84
Cajamarca,2024-11-18,2185.99
Cajamarca,2024-11-25,2217.23
Cajamarca,2024-12-02,2342.15
Cajamarca,2024-12-09,2256.81
Cajamarca,2024-12-16,2335.73
Cajamarca,2024-12-23,2277.88
Cajamarca,2024-12-30,2386.13
Cajamarca,2025-01-06,2358.15
Cajamarca,2025-01-13,2443.34
Cajamarca,2025-01-20,2570.11
Cajamarca,2025-01-27,2538.68
Cajamarca,2025-02-03,2654.57
Cajamarca,2025-02-10,2565.57
Cajamarca,2025-02-17,2590.21
Cajamarca,2025-02-24,2721.72
Cajamarca,2025-03-03,2646.66
Cajamarca,2025-03-10,2654.39
Cajamarca,2025-03-17,2912.88
Cajamarca,2025-03-24,2934.90
Cajamarca,2025-03-31,2843.80
Cajamarca,2025-04-07,3053.35
Cajamarca,2025-04-14,3073.72
Cajamarca,2025-04-21,3243.62
Cajamarca,2025-04-28,3094.43
Cajamarca,2025-05-05,3100.85
Cajamarca,2025-05-12,3067.48
Cajamarca,2025-05-19,3044.34
Cajamarca,2025-05-26,3057.67
Cajamarca,2025-06-02,3008.12
Cajamarca,2025-06-09,3041.21
Cajamarca,2025-06-16,3016.46
Cajamarca,2025-06-23,3036.77
Cajamarca,2025-06-30,3039.77
Cajamarca,2025-07-07,3101.68
Cajamarca,2025-07-14,3068.14
Cajamarca,2025-07-21,2990.70
Cajamarca,2025-07-28,3041.85
Cajamarca,2025-08-04,2935.35
Cajamarca,2025-08-11,2832.56
Cajamarca,2025-08-18,2754.94
Cajamarca,2025-08-25,2822.28
Cajamarca,2025-09-01,2681.77
Cajamarca,2025-09-08,2659.67
Cajamarca,2025-09-15,2436.39
Cajamarca,2025-09-22,2546.05
Cajamarca,2025-09-29,2433.57
Cajamarca,2025-10-06,2529.01
Cajamarca,2025-10-13,2554.32
Cajamarca,2025-10-20,2449.16
Cajamarca,2025-10-27,2480.82
Cajamarca,2025-11-03,2330.62
Cajamarca,2025-11-10,2387.12
Cajamarca,2025-11-17,2211.32
Cajamarca,2025-11-24,2274.26
Cajamarca,2025-12-01,2317.82
Cajamarca,2025-12-08,2345.52
Cajamarca,2025-12-15,2340.60
Cajamarca,2025-12-22,2525.49
Cajamarca,2025-12-29,2428.12
Cajamarca,2026-01-05,2479.28
Cajamarca,2026-01-12,2375.06
Cajamarca,2026-01-19,2704.74
Cajamarca,2026-01-26,2591.16
Callao,2023-02-06,2581.09
Callao,2023-02-13,2721.28
Callao,2023-02-20,2770.23
Callao,2023-02-27,2792.71
Callao,2023-03-06,2819.78
Callao,2023-03-13,2890.80
Callao,2023-03-20,2995.39
Callao,2023-03-27,2961.62
Callao,2023-04-03,2979.92
Callao,2023-04-10,3002.92
Callao,2023-04-17,3068.57
Callao,2023-04-24,2976.86
Callao,2023-05-01,3103.32
Callao,2023-05-08,3071.34
Callao,2023-05-15,3230.04
Callao,2023-05-22,3174.80
Callao,2023-05-29,3165.03
Callao,2023-06-05,3058.62
Callao,2023-06-12,3008.86
Callao,2023-06-19,2994.09
Callao,2023-06-26,2955.26
Callao,2023-07-03,2813.20
Callao,2023-07-10,2737.77
Callao,2023-07-17,2715.63
Callao,2023-07-24,2700.93
Callao,2023-07-31,2622.29
Callao,2023-08-07,2529.31
Callao,2023-08-14,2626.80
Callao,2023-08-21,2563.01
Callao,2023-08-28,2373.24
Callao,2023-09-04,2385.03
Callao,2023-09-11,2468.99
Callao,2023-09-18,2388.17
Callao,2023-09-25,2340.93
Callao,2023-10-02,2291.41
Callao,2023-10-09,2235.07
Callao,2023-10-16,2038.45
Callao,2023-10-23,2262.18
Callao,2023-10-30,2257.07
Callao,2023-11-06,2242.61
Callao,2023-11-13,2120.44
Callao,2023-11-20,2364.47
Callao,2023-11-27,2360.08
Callao,2023-12-04,2342.37
Callao,2023-12-11,2349.75
Callao,2023-12-18,2318.64
Callao,2023-12-25,2467.72
Callao,2024-01-01,2420.19
Callao,2024-01-08,2430.18
Callao,2024-01-15,2541.24
Callao,2024-01-22,2675.40
Callao,2024-01-29,2753.67
Callao,2024-02-05,2662.09
Callao,2024-02-12,2867.76
Callao,2024-02-19,2863.62
Callao,2024-02-26,2913.76
Callao,2024-03-04,3140.50
Callao,2024-03-11,3070.59
Callao,2024-03-18,3071.06
Callao,2024-03-25,3110.00
Callao,2024-04-01,3059.19
Callao,2024-04-08,3081.96
Callao,2024-04-15,3113.72
Callao,2024-04-22,3091.53
Callao,2024-04-29,3194.83
Callao,2024-05-06,3326.19
Callao,2024-05-13,3204.21
Callao,2024-05-20,3263.56
Callao,2024-05-27,3225.83
Callao,2024-06-03,3188.75
Callao,2024-06-10,3164.93
Callao,2024-06-17,3049.70
Callao,2024-06-24,3040.08
Callao,2024-07-01,2970.82
Callao,2024-07-08,2914.08
Callao,2024-07-15,2902.60
Callao,2024-07-22,2788.65
Callao,2024-07-29,2750.21
Callao,2024-08-05,2737.27
Callao,2024-08-12,2655.84
Callao,2024-08-19,2655.07
Callao,2024-08-26,2669.38
Callao,2024-09-02,2683.03
Callao,2024-09-09,2554.76
Callao,2024-09-16,2347.33
Callao,2024-09-23,2371.11
Callao,2024-09-30,2221.92
Callao,2024-10-07,2311.19
Callao,2024-10-14,2244.59
Callao,2024-10-21,2275.58
Callao,2024-10-28,2142.41
Callao,2024-11-04,2329.33
Callao,2024-11-11,2482.61
Callao,2024-11-18,2442.82
Callao,2024-11-25,2497.98
Callao,2024-12-02,2410.55
Callao,2024-12-09,2323.25
Callao,2024-12-16,2540.53
Callao,2024-12-23,2579.19
Callao,2024-12-30,2559.65
Callao,2025-01-06,2486.64
Callao,2025-01-13,2676.67
Callao,2025-01-20,2545.60
Callao,2025-01-27,2778.04
Callao,2025-02-03,2881.24
Callao,2025-02-10,2956.02
Callao,2025-02-17,3003.41
Callao,2025-02-24,3070.08
Callao,2025-03-03,3116.11
Callao,2025-03-10,3249.48
Callao,2025-03-17,3117.96
Callao,2025-03-24,3162.33
Callao,2025-03-31,3264.87
Callao,2025-04-07,3192.21
Callao,2025-04-14,3127.86
Callao,2025-04-21,3264.31
Callao,2025-04-28,3352.35
Callao,2025-05-05,3360.24
Callao,2025-05-12,3381.65
Callao,2025-05-19,3259.18
Callao,2025-05-26,3337.47
Callao,2025-06-02,3191.79
Callao,2025-06-09,3260.85
Callao,2025-06-16,3250.74
Callao,2025-06-23,3117.52
Callao,2025-06-30,3096.70
Callao,2025-07-07,2909.12
Callao,2025-07-14,2940.24
Callao,2025-07-21,2937.52
Callao,2025-07-28,2890.24
Callao,2025-08-04,2796.63
Callao,2025-08-11,2751.33
Callao,2025-08-18,2860.85
Callao,2025-08-25,2857.17
Callao,2025-09-01,2797.06
Callao,2025-09-08,2673.70
Callao,2025-09-15,2581.13
Callao,2025-09-22,2508.13
Callao,2025-09-29,2428.36
Callao,2025-10-06,2279.19
Callao,2025-10-13,2297.98
Callao,2025-10-20,2351.49
Callao,2025-10-27,2348.56
Callao,2025-11-03,2414.45
Callao,2025-11-10,2520.09
Callao,2025-11-17,2557.69
Callao,2025-11-24,2493.42
Callao,2025-12-01,2479.04
Callao,2025-12-08,2658.54
Callao,2025-12-15,2523.57
Callao,2025-12-22,2699.90
Callao,2025-12-29,2617.87
Callao,2026-01-05,2619.66
Callao,2026-01-12,2791.14
Callao,2026-01-19,2813.20
Callao,2026-01-26,2965.07
Cusco,2023-02-06,2463.51
Cusco,2023-02-13,2608.51
Cusco,2023-02-20,2413.59
Cusco,2023-02-27,2467.33
Cusco,2023-03-06,2635.03
Cusco,2023-03-13,2422.43
Cusco,2023-03-20,2652.71
Cusco,2023-03-27,2592.02
Cusco,2023-04-03,2726.33
Cusco,2023-04-10,2782.67
Cusco,2023-04-17,2953.12
Cusco,2023-04-24,2823.76
Cusco,2023-05-01,2889.56
Cusco,2023-05-08,2938.44
Cusco,2023-05-15,2875.95
Cusco,2023-05-22,2831.07
Cusco,2023-05-29,2877.01
Cusco,2023-06-05,2892.54
Cusco,2023-06-12,2961.09
Cusco,2023-06-19,2870.02
Cusco,2023-06-26,2936.19
Cusco,2023-07-03,3020.42
Cusco,2023-07-10,3015.43
Cusco,2023-07-17,3027.65
Cusco,2023-07-24,3034.54
Cusco,2023-07-31,2968.16
Cusco,2023-08-07,2923.65
Cusco,2023-08-14,2956.55
Cusco,2023-08-21,2806.21
Cusco,2023-08-28,2907.10
Cusco,2023-09-04,2809.57
Cusco,2023-09-11,2689.64
Cusco,2023-09-18,2780.81
Cusco,2023-09-25,2772.09
Cusco,2023-10-02,2812.71
Cusco,2023-10-09,2836.89
Cusco,2023-10-16,2726.73
Cusco,2023-10-23,2680.46
Cusco,2023-10-30,2649.49
Cusco,2023-11-06,2576.92
Cusco,2023-11-13,2539.09
Cusco,2023-11-20,2555.39
Cusco,2023-11-27,2496.78
Cusco,2023-12-04,2437.96
Cusco,2023-12-11,2414.03
Cusco,2023-12-18,2494.07
Cusco,2023-12-25,2461.75
Cusco,2024-01-01,2456.84
Cusco,2024-01-08,2544.81
Cusco,2024-01-15,2561.47
Cusco,2024-01-22,2522.74
Cusco,2024-01-29,2648.32
Cusco,2024-02-05,2642.76
Cusco,2024-02-12,2579.70
Cusco,2024-02-19,2577.54
Cusco,2024-02-26,2604.60
Cusco,2024-03-04,2583.93
Cusco,2024-03-11,2675.98
Cusco,2024-03-18,2773.03
Cusco,2024-03-25,2728.77
Cusco,2024-04-01,2814.35
Cusco,2024-04-08,2901.20
Cusco,2024-04-15,2870.87
Cusco,2024-04-22,2853.15
Cusco,2024-04-29,3002.98
Cusco,2024-05-06,2845.75
Cusco,2024-05-13,3058.63
Cusco,2024-05-20,2991.12
Cusco,2024-05-27,2943.10
Cusco,2024-06-03,2939.83
Cusco,2024-06-10,3067.50
Cusco,2024-06-17,2919.86
Cusco,2024-06-24,2940.01
Cusco,2024-07-01,3010.59
Cusco,2024-07-08,3059.32
Cusco,2024-07-15,3024.32
Cusco,2024-07-22,3095.69
Cusco,2024-07-29,3072.27
Cusco,2024-08-05,2972.77
Cusco,2024-08-12,3082.14
Cusco,2024-08-19,2836.95
Cusco,2024-08-26,2798.40
Cusco,2024-09-02,2869.94
Cusco,2024-09-09,2809.17
Cusco,2024-09-16,2839.60
Cusco,2024-09-23,2771.02
Cusco,2024-09-30,2746.04
Cusco,2024-10-07,2769.65
Cusco,2024-10-14,2756.15
Cusco,2024-10-21,2810.63
Cusco,2024-10-28,2707.72
Cusco,2024-11-04,2740.23
Cusco,2024-11-11,2675.88
Cusco,2024-11-18,2654.58
Cusco,2024-11-25,2604.37
Cusco,2024-12-02,2570.92
Cusco,2024-12-09,2562.09
Cusco,2024-12-16,2487.92
Cusco,2024-12-23,2527.37
Cusco,2024-12-30,2455.53
Cusco,2025-01-06,2623.68
Cusco,2025-01-13,2584.91
Cusco,2025-01-20,2668.44
Cusco,2025-01-27,2678.88
Cusco,2025-02-03,2549.92
Cusco,2025-02-10,2561.18
Cusco,2025-02-17,2596.36
Cusco,2025-02-24,2586.72
Cusco,2025-03-03,2646.83
Cusco,2025-03-10,2592.98
Cusco,2025-03-17,2718.50
Cusco,2025-03-24,2663.82
Cusco,2025-03-31,2695.69
Cusco,2025-04-07,2941.05
Cusco,2025-04-14,2858.04
Cusco,2025-04-21,2940.14
Cusco,2025-04-28,2902.00
Cusco,2025-05-05,2906.19
Cusco,2025-05-12,2966.47
Cusco,2025-05-19,2957.92
Cusco,2025-05-26,3044.81
Cusco,2025-06-02,3015.76
Cusco,2025-06-09,2986.73
Cusco,2025-06-16,3080.65
Cusco,2025-06-23,3138.04
Cusco,2025-06-30,3126.24
Cusco,2025-07-07,3099.97
Cusco,2025-07-14,3205.99
Cusco,2025-07-21,3250.68
Cusco,2025-07-28,3156.41
Cusco,2025-08-04,3190.80
Cusco,2025-08-11,3088.21
Cusco,2025-08-18,3032.65
Cusco,2025-08-25,2860.57
Cusco,2025-09-01,2823.15
Cusco,2025-09-08,2869.48
Cusco,2025-09-15,2753.98
Cusco,2025-09-22,2822.76
Cusco,2025-09-29,2919.62
Cusco,2025-10-06,2818.41
Cusco,2025-10-13,2885.28
Cusco,2025-10-20,2738.72
Cusco,2025-10-27,2756.87
Cusco,2025-11-03,2807.30
Cusco,2025-11-10,2701.25
Cusco,2025-11-17,2655.85
Cusco,2025-11-24,2706.68
Cusco,2025-12-01,2654.27
Cusco,2025-12-08,2505.10
Cusco,2025-12-15,2657.21
Cusco,2025-12-22,2554.44
Cusco,2025-12-29,2623.39
Cusco,2026-01-05,2655.74
Cusco,2026-01-12,2748.50
Cusco,2026-01-19,2618.97
Cusco,2026-01-26,2724.00
Huancavelica,2023-02-06,3117.86
Huancavelica,2023-02-13,3205.07
Huancavelica,2023-02-20,3066.35
Huancavelica,2023-02-27,3062.82
Huancavelica,2023-03-06,3069.33
Huancavelica,2023-03-13,3011.46
Huancavelica,2023-03-20,3058.22
Huancavelica,2023-03-27,2984.79
Huancavelica,2023-04-03,2872.16
Huancavelica,2023-04-10,2973.84
Huancavelica,2023-04-17,2782.97
Huancavelica,2023-04-24,2740.19
Huancavelica,2023-05-01,2896.55
Huancavelica,2023-05-08,2805.91
Huancavelica,2023-05-15,2798.02
Huancavelica,2023-05-22,2779.50
Huancavelica,2023-05-29,2653.06
Huancavelica,2023-06-05,2838.11
Huancavelica,2023-06-12,2624.76
Huancavelica,2023-06-19,2534.53
Huancavelica,2023-06-26,2432.16
Huancavelica,2023-07-03,2452.73
Huancavelica,2023-07-10,2514.52
Huancavelica,2023-07-17,2612.04
Huancavelica,2023-07-24,2611.65
Huancavelica,2023-07-31,2498.76
Huancavelica,2023-08-07,2586.19
Huancavelica,2023-08-14,2561.58
Huancavelica,2023-08-21,2674.74
Huancavelica,2023-08-28,2585.60
Huancavelica,2023-09-04,2587.10
Huancavelica,2023-09-11,2657.84
Huancavelica,2023-09-18,2617.80
Huancavelica,2023-09-25,2711.48
Huancavelica,2023-10-02,2682.42
Huancavelica,2023-10-09,2782.77
Huancavelica,2023-10-16,2843.43
Huancavelica,2023-10-23,3027.27
Huancavelica,2023-10-30,2893.41
Huancavelica,2023-11-06,3004.07
Huancavelica,2023-11-13,3064.78
Huancavelica,2023-11-20,3099.57
Huancavelica,2023-11-27,3112.33
Huancavelica,2023-12-04,3073.49
Huancavelica,2023-12-11,3110.04
Huancavelica,2023-12-18,2966.47
Huancavelica,2023-12-25,3102.82
Huancavelica,2024-01-01,3087.79
Huancavelica,2024-01-08,3063.83
Huancavelica,2024-01-15,3246.42
Huancavelica,2024-01-22,3228.79
Huancavelica,2024-01-29,3263.37
Huancavelica,2024-02-05,3302.42
Huancavelica,2024-02-12,3348.18
Huancavelica,2024-02-19,3246.35
Huancavelica,2024-02-26,3082.44
Huancavelica,2024-03-04,3189.74
Huancavelica,2024-03-11,3161.47
Huancavelica,2024-03-18,2965.04
Huancavelica,2024-03-25,3052.56
Huancavelica,2024-04-01,2970.55
Huancavelica,2024-04-08,3012.88
Huancavelica,2024-04-15,2908.49
Huancavelica,2024-04-22,3034.06
Huancavelica,2024-04-29,2850.07
Huancavelica,2024-05-06,2943.76
Huancavelica,2024-05-13,2856.71
Huancavelica,2024-05-20,2978.07
Huancavelica,2024-05-27,2702.61
Huancavelica,2024-06-03,2794.77
Huancavelica,2024-06-10,2609.74
Huancavelica,2024-06-17,2783.03
Huancavelica,2024-06-24,2701.60
Huancavelica,2024-07-01,2602.54
Huancavelica,2024-07-08,2595.67
Huancavelica,2024-07-15,2686.39
Huancavelica,2024-07-22,2484.80
Huancavelica,2024-07-29,2655.40
Huancavelica,2024-08-05,2763.32
Huancavelica,2024-08-12,2632.67
Huancavelica,2024-08-19,2784.20
Huancavelica,2024-08-26,2792.56
Huancavelica,2024-09-02,2666.58
Huancavelica,2024-09-09,2641.40
Huancavelica,2024-09-16,2714.60
Huancavelica,2024-09-23,2743.49
Huancavelica,2024-09-30,2851.64
Huancavelica,2024-10-07,2717.78
Huancavelica,2024-10-14,2854.79
Huancavelica,2024-10-21,3051.70
Huancavelica,2024-10-28,2990.37
Huancavelica,2024-11-04,3210.42
Huancavelica,2024-11-11,3160.47
Huancavelica,2024-11-18,3206.15
Huancavelica,2024-11-25,3209.70
Huancavelica,2024-12-02,3153.85
Huancavelica,2024-12-09,3107.11
Huancavelica,2024-12-16,3177.73
Huancavelica,2024-12-23,3181.28
Huancavelica,2024-12-30,3174.10
Huancavelica,2025-01-06,3144.32
Huancavelica,2025-01-13,3221.74
Huancavelica,2025-01-20,3319.49
Huancavelica,2025-01-27,3285.52
Huancavelica,2025-02-03,3456.74
Huancavelica,2025-02-10,3340.86
Huancavelica,2025-02-17,3351.45
Huancavelica,2025-02-24,3190.59
Huancavelica,2025-03-03,3234.22
Huancavelica,2025-03-10,3137.82
Huancavelica,2025-03-17,3090.35
Huancavelica,2025-03-24,3190.42
Huancavelica,2025-03-31,3023.91
Huancavelica,2025-04-07,2979.82
Huancavelica,2025-04-14,2983.13
Huancavelica,2025-04-21,2931.15
Huancavelica,2025-04-28,3023.37
Huancavelica,2025-05-05,2989.98
Huancavelica,2025-05-12,2965.94
Huancavelica,2025-05-19,3062.00
Huancavelica,2025-05-26,2794.49
Huancavelica,2025-06-02,2809.95
Huancavelica,2025-06-09,2755.67
Huancavelica,2025-06-16,2731.88
Huancavelica,2025-06-23,2687.24
Huancavelica,2025-06-30,2733.74
Huancavelica,2025-07-07,2743.80
Huancavelica,2025-07-14,2714.63
Huancavelica,2025-07-21,2741.77
Huancavelica,2025-07-28,2686.00
Huancavelica,2025-08-04,2894.55
Huancavelica,2025-08-11,2900.55
Huancavelica,2025-08-18,2813.36
Huancavelica,2025-08-25,2818.81
Huancavelica,2025-09-01,2772.70
Huancavelica,2025-09-08,2810.00
Huancavelica,2025-09-15,2856.45
Huancavelica,2025-09-22,2878.34
Huancavelica,2025-09-29,2814.21
Huancavelica,2025-10-06,2861.15
Huancavelica,2025-10-13,2866.43
Huancavelica,2025-10-20,3062.81
Huancavelica,2025-10-27,3232.53
Huancavelica,2025-11-03,3231.71
Huancavelica,2025-11-10,3261.59
Huancavelica,2025-11-17,3253.89
Huancavelica,2025-11-24,3043.18
Huancavelica,2025-12-01,3230.82
Huancavelica,2025-12-08,3174.29
Huancavelica,2025-12-15,3208.61
Huancavelica,2025-12-22,3140.01
Huancavelica,2025-12-29,3258.42
Huancavelica,2026-01-05,3312.04
Huancavelica,2026-01-12,3287.11
Huancavelica,2026-01-19,3441.18
Huancavelica,2026-01-26,3370.05
Huanuco,2023-02-06,2865.96
Huanuco,2023-02-13,2704.87
Huanuco,2023-02-20,2752.66
Huanuco,2023-02-27,2732.92
Huanuco,2023-03-06,2563.74
Huanuco,2023-03-13,2620.76
Huanuco,2023-03-20,2701.48
Huanuco,2023-03-27,2765.82
Huanuco,2023-04-03,2598.82
Huanuco,2023-04-10,2761.07
Huanuco,2023-04-17,2704.86
Huanuco,2023-04-24,2740.74
Huanuco,2023-05-01,2966.27
Huanuco,2023-05-08,2929.07
Huanuco,2023-05-15,2846.02
Huanuco,2023-05-22,2918.56
Huanuco,2023-05-29,2951.44
Huanuco,2023-06-05,2932.86
Huanuco,2023-06-12,3090.13
Huanuco,2023-06-19,3021.28
Huanuco,2023-06-26,2840.09
Huanuco,2023-07-03,3080.03
Huanuco,2023-07-10,3120.72
Huanuco,2023-07-17,3222.95
Huanuco,2023-07-24,3295.27
Huanuco,2023-07-31,3295.17
Huanuco,2023-08-07,3292.27
Huanuco,2023-08-14,3459.64
Huanuco,2023-08-21,3404.93
Huanuco,2023-08-28,3310.58
Huanuco,2023-09-04,3386.27
Huanuco,2023-09-11,3379.74
Huanuco,2023-09-18,3421.50
Huanuco,2023-09-25,3283.83
Huanuco,2023-10-02,3423.68
Huanuco,2023-10-09,3355.85
Huanuco,2023-10-16,3487.78
Huanuco,2023-10-23,3405.87
Huanuco,2023-10-30,3259.86
Huanuco,2023-11-06,3380.52
Huanuco,2023-11-13,3216.01
Huanuco,2023-11-20,3259.41
Huanuco,2023-11-27,3205.98
Huanuco,2023-12-04,3122.24
Huanuco,2023-12-11,2999.25
Huanuco,2023-12-18,2984.33
Huanuco,2023-12-25,2977.42
Huanuco,2024-01-01,3003.93
Huanuco,2024-01-08,3098.87
Huanuco,2024-01-15,3057.15
Huanuco,2024-01-22,2970.86
Huanuco,2024-01-29,3064.75
Huanuco,2024-02-05,2861.54
Huanuco,2024-02-12,2953.16
Huanuco,2024-02-19,2849.74
Huanuco,2024-02-26,2830.05
Huanuco,2024-03-04,2818.19
Huanuco,2024-03-11,2709.32
Huanuco,2024-03-18,2801.09
Huanuco,2024-03-25,2763.30
Huanuco,2024-04-01,2952.12
Huanuco,2024-04-08,2817.97
Huanuco,2024-04-15,2966.46
Huanuco,2024-04-22,2969.01
Huanuco,2024-04-29,2884.98
Huanuco,2024-05-06,3072.85
Huanuco,2024-05-13,2928.13
Huanuco,2024-05-20,2858.02
Huanuco,2024-05-27,3063.95
Huanuco,2024-06-03,3089.33
Huanuco,2024-06-10,3046.21
Huanuco,2024-06-17,3063.71
Huanuco,2024-06-24,3236.35
Huanuco,2024-07-01,3243.94
Huanuco,2024-07-08,3224.74
Huanuco,2024-07-15,3382.54
Huanuco,2024-07-22,3312.35
Huanuco,2024-07-29,3399.93
Huanuco,2024-08-05,3393.23
Huanuco,2024-08-12,3326.79
Huanuco,2024-08-19,3388.35
Huanuco,2024-08-26,3532.40
Huanuco,2024-09-02,3369.51
Huanuco,2024-09-09,3398.87
Huanuco,2024-09-16,3362.43
Huanuco,2024-09-23,3507.46
Huanuco,2024-09-30,3471.84
Huanuco,2024-10-07,3526.03
Huanuco,2024-10-14,3504.60
Huanuco,2024-10-21,3441.03
Huanuco,2024-10-28,3442.99
Huanuco,2024-11-04,3531.41
Huanuco,2024-11-11,3427.02
Huanuco,2024-11-18,3422.64
Huanuco,2024-11-25,3102.97
Huanuco,2024-12-02,3319.25
Huanuco,2024-12-09,3162.56
Huanuco,2024-12-16,3296.86
Huanuco,2024-12-23,3097.89
Huanuco,2024-12-30,3120.67
Huanuco,2025-01-06,3156.81
Huanuco,2025-01-13,3052.90
Huanuco,2025-01-20,3157.05
Huanuco,2025-01-27,3038.78
Huanuco,2025-02-03,3133.02
Huanuco,2025-02-10,3058.97
Huanuco,2025-02-17,2992.12
Huanuco,2025-02-24,2866.39
Huanuco,2025-03-03,2861.77
Huanuco,2025-03-10,2871.75
Huanuco,2025-03-17,2715.62
Huanuco,2025-03-24,2826.81
Huanuco,2025-03-31,2955.09
Huanuco,2025-04-07,2854.08
Huanuco,2025-04-14,3065.87
Huanuco,2025-04-21,2984.88
Huanuco,2025-04-28,3081.08
Huanuco,2025-05-05,3008.58
Huanuco,2025-05-12,3127.31
Huanuco,2025-05-19,3131.94
Huanuco,2025-05-26,3181.12
Huanuco,2025-06-02,3206.63
Huanuco,2025-06-09,3223.07
Huanuco,2025-06-16,3193.02
Huanuco,2025-06-23,3152.47
Huanuco,2025-06-30,3382.48
Huanuco,2025-07-07,3281.37
Huanuco,2025-07-14,3405.25
Huanuco,2025-07-21,3539.85
Huanuco,2025-07-28,3563.86
Huanuco,2025-08-04,3663.88
Huanuco,2025-08-11,3568.30
Huanuco,2025-08-18,3453.79
Huanuco,2025-08-25,3533.82
Huanuco,2025-09-01,3550.95
Huanuco,2025-09-08,3510.60
Huanuco,2025-09-15,3628.47
Huanuco,2025-09-22,3533.87
Huanuco,2025-09-29,3477.20
Huanuco,2025-10-06,3623.24
Huanuco,2025-10-13,3535.64
Huanuco,2025-10-20,3726.41
Huanuco,2025-10-27,3622.62
Huanuco,2025-11-03,3484.55
Huanuco,2025-11-10,3599.68
Huanuco,2025-11-17,3625.07
Huanuco,2025-11-24,3277.04
Huanuco,2025-12-01,3404.56
Huanuco,2025-12-08,3324.90
Huanuco,2025-12-15,3265.81
Huanuco,2025-12-22,3252.17
Huanuco,2025-12-29,3249.57
Huanuco,2026-01-05,3167.61
Huanuco,2026-01-12,3300.31
Huanuco,2026-01-19,3111.37
Huanuco,2026-01-26,3306.79
Ica,2023-02-06,3641.47
